Codec,CRF,Ref,Comp,FileStream,PSNR_Y,PSNR_CB,PSNR_CR,SSIM,CAMBI,VMAF,Height,Width,NumFrames
H265,51,A007C031_171117_R2HN_0.yuv,A007C031_171117_R2HN_0_H265_CRF51_.yuv,A007C031_171117_R2HN_0_H265_CRF51_.txt,30.21676031,37.18163891,35.85590941,0.773429283,7.002223808,16.98186922,1080,1920,120
H265,51,A007C031_171117_R2HN_1.yuv,A007C031_171117_R2HN_1_H265_CRF51_.yuv,A007C031_171117_R2HN_1_H265_CRF51_.txt,30.22273424,37.03166096,35.45497406,0.765701825,5.223448775,15.73140067,1080,1920,120
H265,51,A007C031_171117_R2HN_2.yuv,A007C031_171117_R2HN_2_H265_CRF51_.yuv,A007C031_171117_R2HN_2_H265_CRF51_.txt,30.19830526,36.64055825,35.06457798,0.773089767,5.189550758,17.86966478,1080,1920,120
H265,51,A007C031_171117_R2HN_3.yuv,A007C031_171117_R2HN_3_H265_CRF51_.yuv,A007C031_171117_R2HN_3_H265_CRF51_.txt,29.95675796,36.93343643,35.32828843,0.756808217,5.54482005,16.81127031,1080,1920,120
H265,51,A007C031_171117_R2HN_4.yuv,A007C031_171117_R2HN_4_H265_CRF51_.yuv,A007C031_171117_R2HN_4_H265_CRF51_.txt,30.24131943,36.89775054,35.30644092,0.752398108,6.459658,17.99893222,1080,1920,120
H265,51,A007C031_171117_R2HN_5.yuv,A007C031_171117_R2HN_5_H265_CRF51_.yuv,A007C031_171117_R2HN_5_H265_CRF51_.txt,30.51477598,36.90074848,35.10140406,0.75291675,5.992803258,17.50712417,1080,1920,120
H265,51,A007C031_171117_R2HN_6.yuv,A007C031_171117_R2HN_6_H265_CRF51_.yuv,A007C031_171117_R2HN_6_H265_CRF51_.txt,30.51286042,37.22305798,35.81421769,0.7573033,7.348717817,18.57944132,1080,1920,120
H265,51,A007C032_171117_R2HN_4.yuv,A007C032_171117_R2HN_4_H265_CRF51_.yuv,A007C032_171117_R2HN_4_H265_CRF51_.txt,31.46365561,36.14864767,38.16991206,0.880978725,6.28872865,24.03807492,1080,1920,120
AV1,63,A007C032_171117_R2HN_4.yuv,A007C032_171117_R2HN_4_AV1_CRF63_.yuv,A007C032_171117_R2HN_4_AV1_CRF63_.txt,37.864278,39.30110555,41.45301588,0.968014008,5.190330758,73.4825255,1080,1920,120
H264,51,A007C032_171117_R2HN_5.yuv,A007C032_171117_R2HN_5_H264_CRF51_.yuv,A007C032_171117_R2HN_5_H264_CRF51_.txt,28.6820713,36.06816788,37.12242333,0.7805059,6.644251708,9.071798933,1080,1920,120
H265,51,A007C032_171117_R2HN_5.yuv,A007C032_171117_R2HN_5_H265_CRF51_.yuv,A007C032_171117_R2HN_5_H265_CRF51_.txt,32.09735776,36.03016517,36.31781243,0.8605038,6.650598633,16.78206198,1080,1920,120
H265,51,A007C032_171117_R2HN_6.yuv,A007C032_171117_R2HN_6_H265_CRF51_.yuv,A007C032_171117_R2HN_6_H265_CRF51_.txt,31.70447213,35.91209278,36.41847408,0.8365094,5.661392833,19.00831788,1080,1920,120
H265,51,A007C032_171117_R2HN_7.yuv,A007C032_171117_R2HN_7_H265_CRF51_.yuv,A007C032_171117_R2HN_7_H265_CRF51_.txt,31.68934067,35.39413162,35.28209056,0.851333892,5.844317225,14.32759283,1080,1920,120
H264,41,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_H264_CRF41_.yuv,A007C035_171117_R2HN_0_H264_CRF41_.txt,32.45371504,37.82367389,37.00559916,0.953723983,5.33353125,64.19172173,1080,1920,120
H264,31,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_H264_CRF31_.yuv,A007C035_171117_R2HN_0_H264_CRF31_.txt,37.37491997,39.84938911,39.41521228,0.988213033,10.11990695,89.8166496,1080,1920,120
H265,41,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_H265_CRF41_.yuv,A007C035_171117_R2HN_0_H265_CRF41_.txt,33.49144802,37.66836863,37.00290243,0.965084467,8.424208575,68.83124168,1080,1920,120
H265,51,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_H265_CRF51_.yuv,A007C035_171117_R2HN_0_H265_CRF51_.txt,29.11986868,34.79197663,33.4157407,0.913213875,6.111497283,31.28014529,1080,1920,120
H265,31,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_H265_CRF31_.yuv,A007C035_171117_R2HN_0_H265_CRF31_.txt,38.58107228,40.50093597,40.10150039,0.989736458,11.24120562,92.1520705,1080,1920,120
H265,21,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_H265_CRF21_.yuv,A007C035_171117_R2HN_0_H265_CRF21_.txt,43.30762323,44.19143634,43.56729342,0.996417583,8.294338433,99.08063743,1080,1920,120
AV1,51,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_AV1_CRF51_.yuv,A007C035_171117_R2HN_0_AV1_CRF51_.txt,37.95287902,41.95226818,40.55018607,0.988107925,12.12252578,91.96259974,1080,1920,120
AV1,63,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_AV1_CRF63_.yuv,A007C035_171117_R2HN_0_AV1_CRF63_.txt,34.38579313,39.22608849,38.16742102,0.970540842,12.6127602,77.17011006,1080,1920,120
AV1,38,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_AV1_CRF38_.yuv,A007C035_171117_R2HN_0_AV1_CRF38_.txt,41.10001798,43.5149403,42.43995764,0.994317908,11.87043538,97.72719023,1080,1920,120
AV1,26,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_AV1_CRF26_.yuv,A007C035_171117_R2HN_0_AV1_CRF26_.txt,43.62739721,45.20730167,44.24458641,0.99663715,11.35110728,99.47586133,1080,1920,120
AV1,13,A007C035_171117_R2HN_0.yuv,A007C035_171117_R2HN_0_AV1_CRF13_.yuv,A007C035_171117_R2HN_0_AV1_CRF13_.txt,45.26512466,46.72365908,45.57619112,0.997518067,10.55062594,99.74566775,1080,1920,120
H264,41,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_H264_CRF41_.yuv,A007C035_171117_R2HN_1_H264_CRF41_.txt,33.87602925,39.11235925,38.20542803,0.968666308,6.741935242,65.61157018,1080,1920,120
H264,31,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_H264_CRF31_.yuv,A007C035_171117_R2HN_1_H264_CRF31_.txt,38.85162464,41.19072791,40.80472543,0.991004342,12.70283648,90.36868367,1080,1920,120
H265,51,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_H265_CRF51_.yuv,A007C035_171117_R2HN_1_H265_CRF51_.txt,30.12319595,36.07293069,34.22908258,0.9353271,7.259824608,33.57456686,1080,1920,120
H265,41,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_H265_CRF41_.yuv,A007C035_171117_R2HN_1_H265_CRF41_.txt,35.09316252,39.08493236,38.6345465,0.977220117,9.543301342,71.21518319,1080,1920,120
H265,31,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_H265_CRF31_.yuv,A007C035_171117_R2HN_1_H265_CRF31_.txt,39.99237757,41.97712858,41.69647263,0.992160658,14.17851058,92.70050397,1080,1920,120
H265,21,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_H265_CRF21_.yuv,A007C035_171117_R2HN_1_H265_CRF21_.txt,43.93130172,45.32468203,44.41228505,0.996324075,10.8388955,99.35677321,1080,1920,120
AV1,63,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_AV1_CRF63_.yuv,A007C035_171117_R2HN_1_AV1_CRF63_.txt,36.2726518,40.49904791,40.09539293,0.982744783,14.71545402,79.70075362,1080,1920,120
AV1,51,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_AV1_CRF51_.yuv,A007C035_171117_R2HN_1_AV1_CRF51_.txt,39.67013609,43.33506658,42.48059409,0.992061183,14.8265753,92.67549174,1080,1920,120
AV1,38,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_AV1_CRF38_.yuv,A007C035_171117_R2HN_1_AV1_CRF38_.txt,42.13357011,44.76870601,43.76256188,0.995120867,15.08066457,97.52924639,1080,1920,120
AV1,26,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_AV1_CRF26_.yuv,A007C035_171117_R2HN_1_AV1_CRF26_.txt,44.12725058,46.09913376,44.90944544,0.99655585,13.7709741,99.58777821,1080,1920,120
AV1,13,A007C035_171117_R2HN_1.yuv,A007C035_171117_R2HN_1_AV1_CRF13_.yuv,A007C035_171117_R2HN_1_AV1_CRF13_.txt,45.39164478,47.28823968,45.70943364,0.997190342,13.31658078,99.79740423,1080,1920,120
H264,31,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_H264_CRF31_.yuv,A007C035_171117_R2HN_2_H264_CRF31_.txt,40.55708012,42.73698775,42.54114776,0.992557283,16.01783613,90.33397387,1080,1920,120
H264,21,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_H264_CRF21_.yuv,A007C035_171117_R2HN_2_H264_CRF21_.txt,43.94384167,45.76794906,44.53271052,0.995961767,5.228761458,97.8615978,1080,1920,120
H265,51,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_H265_CRF51_.yuv,A007C035_171117_R2HN_2_H265_CRF51_.txt,31.76101713,37.23882128,36.47446617,0.955977225,6.307781308,35.99051712,1080,1920,120
H265,41,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_H265_CRF41_.yuv,A007C035_171117_R2HN_2_H265_CRF41_.txt,37.11941213,40.34046435,40.46799234,0.984197792,11.37652735,73.74485175,1080,1920,120
H265,31,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_H265_CRF31_.yuv,A007C035_171117_R2HN_2_H265_CRF31_.txt,41.54700048,43.36245381,42.9736261,0.993268833,17.61040088,92.2292667,1080,1920,120
H265,21,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_H265_CRF21_.yuv,A007C035_171117_R2HN_2_H265_CRF21_.txt,44.37548054,46.34448033,44.83542763,0.995890817,12.97973013,98.24350168,1080,1920,120
AV1,63,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_AV1_CRF63_.yuv,A007C035_171117_R2HN_2_AV1_CRF63_.txt,38.37790454,42.09422296,41.83433503,0.988311092,16.21564633,80.285368,1080,1920,120
AV1,38,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_AV1_CRF38_.yuv,A007C035_171117_R2HN_2_AV1_CRF38_.txt,43.29277554,46.03555103,44.68877803,0.995446317,16.76168002,96.58459661,1080,1920,120
AV1,51,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_AV1_CRF51_.yuv,A007C035_171117_R2HN_2_AV1_CRF51_.txt,41.64103151,44.88768021,43.95810407,0.99397735,16.71524857,93.21131612,1080,1920,120
AV1,26,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_AV1_CRF26_.yuv,A007C035_171117_R2HN_2_AV1_CRF26_.txt,44.52462428,46.94287158,45.17686713,0.996243408,14.99635627,98.75481082,1080,1920,120
AV1,13,A007C035_171117_R2HN_2.yuv,A007C035_171117_R2HN_2_AV1_CRF13_.yuv,A007C035_171117_R2HN_2_AV1_CRF13_.txt,45.31159399,47.66552743,45.53997236,0.996721925,14.40238718,99.58822871,1080,1920,120
H264,41,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_H264_CRF41_.yuv,A007C035_171117_R2HN_3_H264_CRF41_.txt,35.83344202,40.41806839,40.15409158,0.975338775,7.29247205,66.76915427,1080,1920,120
H264,31,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_H264_CRF31_.yuv,A007C035_171117_R2HN_3_H264_CRF31_.txt,40.86831548,43.02507497,42.69658994,0.991898942,16.25427736,89.67032998,1080,1920,120
H264,21,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_H264_CRF21_.yuv,A007C035_171117_R2HN_3_H264_CRF21_.txt,43.98559211,46.08834423,44.6376751,0.995785492,5.5518711,97.89351201,1080,1920,120
H265,51,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_H265_CRF51_.yuv,A007C035_171117_R2HN_3_H265_CRF51_.txt,31.43282163,36.86002672,36.11830738,0.948318542,6.841404133,31.98882157,1080,1920,120
H265,41,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_H265_CRF41_.yuv,A007C035_171117_R2HN_3_H265_CRF41_.txt,36.94901102,40.33222511,40.11952707,0.981150683,10.83300786,69.95482757,1080,1920,120
H265,31,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_H265_CRF31_.yuv,A007C035_171117_R2HN_3_H265_CRF31_.txt,41.69584004,43.66050798,43.052005,0.992605133,16.87049155,90.94766538,1080,1920,120
H265,21,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_H265_CRF21_.yuv,A007C035_171117_R2HN_3_H265_CRF21_.txt,44.35959082,46.59797813,44.84813518,0.995661125,11.54550773,98.12354116,1080,1920,120
AV1,63,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_AV1_CRF63_.yuv,A007C035_171117_R2HN_3_AV1_CRF63_.txt,38.25253971,42.13066145,41.26403655,0.985773192,16.68341303,76.69780283,1080,1920,120
AV1,38,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_AV1_CRF38_.yuv,A007C035_171117_R2HN_3_AV1_CRF38_.txt,43.32802113,46.16996905,44.5361581,0.995039783,16.58240656,95.73274293,1080,1920,120
AV1,51,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_AV1_CRF51_.yuv,A007C035_171117_R2HN_3_AV1_CRF51_.txt,41.72884677,44.85309627,43.53785768,0.99313145,16.12697727,91.33477908,1080,1920,120
AV1,26,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_AV1_CRF26_.yuv,A007C035_171117_R2HN_3_AV1_CRF26_.txt,44.4561025,47.02168275,45.07928542,0.995971733,14.69274278,98.58084656,1080,1920,120
AV1,13,A007C035_171117_R2HN_3.yuv,A007C035_171117_R2HN_3_AV1_CRF13_.yuv,A007C035_171117_R2HN_3_AV1_CRF13_.txt,45.19699706,47.64277332,45.42068182,0.9965322,13.76592593,99.77412106,1080,1920,120
H264,41,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_H264_CRF41_.yuv,A007C035_171117_R2HN_4_H264_CRF41_.txt,34.75400271,39.65466981,40.34026219,0.961074242,6.617664817,61.77641422,1080,1920,120
H264,31,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_H264_CRF31_.yuv,A007C035_171117_R2HN_4_H264_CRF31_.txt,40.23637637,42.20824858,42.83350014,0.989534417,10.69930207,88.78027147,1080,1920,120
H264,21,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_H264_CRF21_.yuv,A007C035_171117_R2HN_4_H264_CRF21_.txt,43.87931585,45.45690807,44.88091524,0.9960782,5.007368792,98.36914072,1080,1920,120
H265,41,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_H265_CRF41_.yuv,A007C035_171117_R2HN_4_H265_CRF41_.txt,35.89854976,39.39060496,39.83544185,0.969638117,8.946598125,65.12913193,1080,1920,120
H265,31,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_H265_CRF31_.yuv,A007C035_171117_R2HN_4_H265_CRF31_.txt,41.16333112,42.84307278,42.97160309,0.990961358,12.03864936,90.16971308,1080,1920,120
H265,51,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_H265_CRF51_.yuv,A007C035_171117_R2HN_4_H265_CRF51_.txt,30.61572463,35.77005086,36.19901065,0.911559058,5.731245675,28.32748956,1080,1920,120
H265,21,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_H265_CRF21_.yuv,A007C035_171117_R2HN_4_H265_CRF21_.txt,44.29847096,46.09278308,45.12581436,0.995960242,7.750200258,98.50006461,1080,1920,120
AV1,63,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_AV1_CRF63_.yuv,A007C035_171117_R2HN_4_AV1_CRF63_.txt,37.24356738,41.35931898,40.97433093,0.978309892,12.91890496,73.88218814,1080,1920,120
AV1,51,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_AV1_CRF51_.yuv,A007C035_171117_R2HN_4_AV1_CRF51_.txt,41.3558659,44.44834576,43.59581499,0.992577367,12.66226394,91.18611528,1080,1920,120
AV1,38,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_AV1_CRF38_.yuv,A007C035_171117_R2HN_4_AV1_CRF38_.txt,43.26099563,45.7735619,44.74672226,0.995296717,12.89746229,96.18263573,1080,1920,120
AV1,26,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_AV1_CRF26_.yuv,A007C035_171117_R2HN_4_AV1_CRF26_.txt,44.47337787,46.63467716,45.4034581,0.996346567,11.66711754,98.93406667,1080,1920,120
AV1,13,A007C035_171117_R2HN_4.yuv,A007C035_171117_R2HN_4_AV1_CRF13_.yuv,A007C035_171117_R2HN_4_AV1_CRF13_.txt,45.24054438,47.27360508,45.80454062,0.996919283,10.29013974,99.80496111,1080,1920,120
H264,31,A007C035_171117_R2HN_5.yuv,A007C035_171117_R2HN_5_H264_CRF31_.yuv,A007C035_171117_R2HN_5_H264_CRF31_.txt,39.77578312,41.66491986,42.66784801,0.987652925,5.711543283,87.76153101,1080,1920,120
H265,41,A007C035_171117_R2HN_5.yuv,A007C035_171117_R2HN_5_H265_CRF41_.yuv,A007C035_171117_R2HN_5_H265_CRF41_.txt,35.5012905,38.9276084,39.45098005,0.959810342,5.70538455,63.82420639,1080,1920,120
H265,51,A007C035_171117_R2HN_5.yuv,A007C035_171117_R2HN_5_H265_CRF51_.yuv,A007C035_171117_R2HN_5_H265_CRF51_.txt,30.17537311,35.50646242,35.4499885,0.875979725,5.608255558,26.62784893,1080,1920,120
H265,31,A007C035_171117_R2HN_5.yuv,A007C035_171117_R2HN_5_H265_CRF31_.yuv,A007C035_171117_R2HN_5_H265_CRF31_.txt,40.84510937,42.19430105,42.78945697,0.989519358,7.970097175,90.40869626,1080,1920,120
AV1,63,A007C035_171117_R2HN_5.yuv,A007C035_171117_R2HN_5_AV1_CRF63_.yuv,A007C035_171117_R2HN_5_AV1_CRF63_.txt,36.82476035,40.90310938,40.4208005,0.971061533,8.657424875,72.52722573,1080,1920,120
AV1,51,A007C035_171117_R2HN_5.yuv,A007C035_171117_R2HN_5_AV1_CRF51_.yuv,A007C035_171117_R2HN_5_AV1_CRF51_.txt,41.34468445,44.01272643,43.59541035,0.991697683,8.501118375,92.01307239,1080,1920,120
AV1,38,A007C035_171117_R2HN_5.yuv,A007C035_171117_R2HN_5_AV1_CRF38_.yuv,A007C035_171117_R2HN_5_AV1_CRF38_.txt,43.36361313,45.38049193,44.91329013,0.995389325,8.487523242,97.1931228,1080,1920,120
AV1,26,A007C035_171117_R2HN_5.yuv,A007C035_171117_R2HN_5_AV1_CRF26_.yuv,A007C035_171117_R2HN_5_AV1_CRF26_.txt,44.53599267,46.2611176,45.65024715,0.996679983,7.822491408,99.45163052,1080,1920,120
AV1,13,A007C035_171117_R2HN_5.yuv,A007C035_171117_R2HN_5_AV1_CRF13_.yuv,A007C035_171117_R2HN_5_AV1_CRF13_.txt,45.21654059,46.854433,46.10939983,0.9973331,6.424761142,99.91148098,1080,1920,120
AV1,63,A007C035_171117_R2HN_6.yuv,A007C035_171117_R2HN_6_AV1_CRF63_.yuv,A007C035_171117_R2HN_6_AV1_CRF63_.txt,36.71450191,41.06042008,40.59425902,0.967462592,5.750157417,70.5427605,1080,1920,120
AV1,51,A007C035_171117_R2HN_6.yuv,A007C035_171117_R2HN_6_AV1_CRF51_.yuv,A007C035_171117_R2HN_6_AV1_CRF51_.txt,41.00446872,43.97883337,43.59378893,0.990272483,5.6043726,91.21586082,1080,1920,120
AV1,38,A007C035_171117_R2HN_6.yuv,A007C035_171117_R2HN_6_AV1_CRF38_.yuv,A007C035_171117_R2HN_6_AV1_CRF38_.txt,42.96840583,45.24306255,44.85590988,0.9947079,5.299639908,96.92227643,1080,1920,120
AV1,26,A007C035_171117_R2HN_6.yuv,A007C035_171117_R2HN_6_AV1_CRF26_.yuv,A007C035_171117_R2HN_6_AV1_CRF26_.txt,44.14934156,46.05884221,45.54888724,0.996304567,5.016321367,99.44255643,1080,1920,120
H264,31,A007C036_171117_R2HN_0.yuv,A007C036_171117_R2HN_0_H264_CRF31_.yuv,A007C036_171117_R2HN_0_H264_CRF31_.txt,38.75371977,42.09820298,41.4925244,0.988311292,6.290504658,88.1568594,1080,1920,120
H265,51,A007C036_171117_R2HN_0.yuv,A007C036_171117_R2HN_0_H265_CRF51_.yuv,A007C036_171117_R2HN_0_H265_CRF51_.txt,29.42160957,36.93836546,35.94141393,0.888977092,5.69740625,28.3272468,1080,1920,120
H265,41,A007C036_171117_R2HN_0.yuv,A007C036_171117_R2HN_0_H265_CRF41_.yuv,A007C036_171117_R2HN_0_H265_CRF41_.txt,34.78969298,39.75971927,39.24258686,0.963401558,5.404480817,67.15805833,1080,1920,120
H265,31,A007C036_171117_R2HN_0.yuv,A007C036_171117_R2HN_0_H265_CRF31_.yuv,A007C036_171117_R2HN_0_H265_CRF31_.txt,40.10548735,42.52791287,41.71916133,0.990041417,6.804387308,90.81221297,1080,1920,120
AV1,51,A007C036_171117_R2HN_0.yuv,A007C036_171117_R2HN_0_AV1_CRF51_.yuv,A007C036_171117_R2HN_0_AV1_CRF51_.txt,41.13893743,44.58360383,42.81522167,0.991808442,8.561500833,93.85794418,1080,1920,120
AV1,63,A007C036_171117_R2HN_0.yuv,A007C036_171117_R2HN_0_AV1_CRF63_.yuv,A007C036_171117_R2HN_0_AV1_CRF63_.txt,36.53601197,41.34385739,40.1998068,0.975307475,9.071087625,78.34724744,1080,1920,120
AV1,38,A007C036_171117_R2HN_0.yuv,A007C036_171117_R2HN_0_AV1_CRF38_.yuv,A007C036_171117_R2HN_0_AV1_CRF38_.txt,42.96030346,45.97268207,43.83480669,0.994870792,8.397859842,97.31899763,1080,1920,120
AV1,26,A007C036_171117_R2HN_0.yuv,A007C036_171117_R2HN_0_AV1_CRF26_.yuv,A007C036_171117_R2HN_0_AV1_CRF26_.txt,44.00647746,46.71935853,44.30377886,0.996057933,7.455055158,99.02098181,1080,1920,120
AV1,13,A007C036_171117_R2HN_0.yuv,A007C036_171117_R2HN_0_AV1_CRF13_.yuv,A007C036_171117_R2HN_0_AV1_CRF13_.txt,44.72760403,47.24047489,44.96554438,0.996954225,5.977158783,99.36931373,1080,1920,120
H264,31,A007C036_171117_R2HN_1.yuv,A007C036_171117_R2HN_1_H264_CRF31_.yuv,A007C036_171117_R2HN_1_H264_CRF31_.txt,39.48224452,42.13502514,41.90598176,0.986036458,6.082966908,86.7580882,1080,1920,120
H265,41,A007C036_171117_R2HN_1.yuv,A007C036_171117_R2HN_1_H265_CRF41_.yuv,A007C036_171117_R2HN_1_H265_CRF41_.txt,34.96982543,39.07885241,38.61730026,0.952214208,5.251084225,58.72638588,1080,1920,120
H265,31,A007C036_171117_R2HN_1.yuv,A007C036_171117_R2HN_1_H265_CRF31_.yuv,A007C036_171117_R2HN_1_H265_CRF31_.txt,40.35031206,42.24756763,41.75151455,0.987570117,6.718584875,88.4436957,1080,1920,120
AV1,63,A007C036_171117_R2HN_1.yuv,A007C036_171117_R2HN_1_AV1_CRF63_.yuv,A007C036_171117_R2HN_1_AV1_CRF63_.txt,35.51844269,40.03077838,38.86921748,0.956229592,9.122304558,64.13632365,1080,1920,120
AV1,38,A007C036_171117_R2HN_1.yuv,A007C036_171117_R2HN_1_AV1_CRF38_.yuv,A007C036_171117_R2HN_1_AV1_CRF38_.txt,42.48591675,44.9657957,43.67177553,0.993242567,9.823009183,95.79929834,1080,1920,120
AV1,51,A007C036_171117_R2HN_1.yuv,A007C036_171117_R2HN_1_AV1_CRF51_.yuv,A007C036_171117_R2HN_1_AV1_CRF51_.txt,40.17163313,43.35774533,42.08242392,0.986531125,9.5360818,88.11193409,1080,1920,120
AV1,26,A007C036_171117_R2HN_1.yuv,A007C036_171117_R2HN_1_AV1_CRF26_.yuv,A007C036_171117_R2HN_1_AV1_CRF26_.txt,43.92406703,46.07521871,44.64996172,0.995683617,9.272388108,99.42541883,1080,1920,120
AV1,13,A007C036_171117_R2HN_1.yuv,A007C036_171117_R2HN_1_AV1_CRF13_.yuv,A007C036_171117_R2HN_1_AV1_CRF13_.txt,44.79907538,46.85936728,45.28607544,0.996755058,8.770202875,99.96313672,1080,1920,120
H264,31,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_H264_CRF31_.yuv,A007C036_171117_R2HN_2_H264_CRF31_.txt,40.13242178,42.05042233,42.54928861,0.988111342,6.977973625,89.42172718,1080,1920,120
H264,41,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_H264_CRF41_.yuv,A007C036_171117_R2HN_2_H264_CRF41_.txt,34.64094822,39.30212943,39.74578987,0.953111525,5.09190875,60.15949563,1080,1920,120
H265,51,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_H265_CRF51_.yuv,A007C036_171117_R2HN_2_H265_CRF51_.txt,30.38688631,35.39433228,35.75730337,0.892533275,6.456214617,24.55714488,1080,1920,120
H265,41,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_H265_CRF41_.yuv,A007C036_171117_R2HN_2_H265_CRF41_.txt,35.78276602,38.9675111,39.35112149,0.964572033,5.33870175,64.38076336,1080,1920,120
H265,31,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_H265_CRF31_.yuv,A007C036_171117_R2HN_2_H265_CRF31_.txt,41.06786029,42.48606966,42.62098219,0.989928875,8.057604533,90.97110644,1080,1920,120
H265,21,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_H265_CRF21_.yuv,A007C036_171117_R2HN_2_H265_CRF21_.txt,44.36959402,45.83458892,45.18742663,0.996060425,6.03482885,99.40238986,1080,1920,120
AV1,63,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_AV1_CRF63_.yuv,A007C036_171117_R2HN_2_AV1_CRF63_.txt,36.16883743,40.13131492,39.73664519,0.968239517,10.68112648,66.3085245,1080,1920,120
AV1,51,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_AV1_CRF51_.yuv,A007C036_171117_R2HN_2_AV1_CRF51_.txt,40.87611486,43.57539096,42.96360748,0.9902263,10.87864647,89.74742972,1080,1920,120
AV1,38,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_AV1_CRF38_.yuv,A007C036_171117_R2HN_2_AV1_CRF38_.txt,43.0921074,45.24292485,44.49541806,0.994656558,10.99774834,96.44225653,1080,1920,120
AV1,26,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_AV1_CRF26_.yuv,A007C036_171117_R2HN_2_AV1_CRF26_.txt,44.43835551,46.31048182,45.39867095,0.99622035,10.24909093,99.47745273,1080,1920,120
AV1,13,A007C036_171117_R2HN_2.yuv,A007C036_171117_R2HN_2_AV1_CRF13_.yuv,A007C036_171117_R2HN_2_AV1_CRF13_.txt,45.26002457,47.03604238,45.95684937,0.996991342,9.749036358,99.95308305,1080,1920,120
H264,41,A007C036_171117_R2HN_3.yuv,A007C036_171117_R2HN_3_H264_CRF41_.yuv,A007C036_171117_R2HN_3_H264_CRF41_.txt,35.29547917,39.93463228,40.10292139,0.971119975,6.29659225,65.03265418,1080,1920,120
